Date,Harris,Trump
2024-10-29,0.47959183673469385,0.5204081632653061
2024-10-25,0.5,0.5
2024-10-25,0.47959183673469385,0.5204081632653061
2024-10-22,0.5,0.5
2024-10-22,0.494949494949495,0.5050505050505051
2024-10-20,0.4946236559139785,0.5053763440860215
2024-10-20,0.5,0.5
2024-10-20,0.5,0.5
2024-10-20,0.5054945054945055,0.4945054945054945
2024-10-17,0.5,0.5
2024-10-16,0.48484848484848486,0.5151515151515151
2024-10-15,0.5051546391752577,0.4948453608247423
2024-10-15,0.46808510638297873,0.5319148936170213
2024-10-15,0.4842105263157895,0.5157894736842106
2024-10-10,0.46875,0.53125
2024-10-10,0.4742268041237113,0.5257731958762887
2024-10-08,0.4895833333333333,0.5104166666666666
2024-10-08,0.48484848484848486,0.5151515151515151
2024-10-08,0.5106382978723404,0.48936170212765956
2024-10-08,0.49,0.51
2024-09-29,0.5106382978723404,0.48936170212765956
2024-09-28,0.4897959183673469,0.5102040816326531
2024-09-28,0.48,0.52
2024-09-25,0.494949494949495,0.5050505050505051
2024-09-25,0.5154639175257731,0.4845360824742268
2024-09-25,0.5154639175257731,0.4845360824742268
2024-09-24,0.4897959183673469,0.5102040816326531
2024-09-24,0.48484848484848486,0.5151515151515151
2024-09-24,0.4897959183673469,0.5102040816326531
2024-09-24,0.494949494949495,0.5050505050505051
2024-09-21,0.4787234042553192,0.5212765957446809
2024-09-21,0.47368421052631576,0.5263157894736842
2024-09-18,0.4948453608247423,0.5051546391752577
2024-09-18,0.494949494949495,0.5050505050505051
2024-09-18,0.5052631578947369,0.49473684210526314
2024-09-08,0.4895833333333333,0.5104166666666666
2024-09-05,0.5,0.5
2024-09-05,0.5,0.5
2024-09-03,0.4895833333333333,0.5104166666666666
2024-08-31,0.4772727272727273,0.5227272727272727
2024-08-28,0.4845360824742268,0.5154639175257731
2024-08-28,0.48484848484848486,0.5151515151515151
2024-08-26,0.5,0.5
2024-08-26,0.5,0.5
2024-08-26,0.5050505050505051,0.494949494949495
2024-08-16,0.4835164835164835,0.5164835164835165
2024-08-16,0.49,0.51
2024-08-14,0.5053763440860215,0.4946236559139785
2024-08-15,0.5212765957446809,0.4787234042553192
2024-08-15,0.5263157894736842,0.47368421052631576
2024-08-05,0.5116279069767442,0.4883720930232558
2024-07-28,0.5104166666666666,0.4895833333333333
2024-07-23,0.4731182795698925,0.5268817204301075
2024-07-23,0.47,0.53
