Date,Harris,Trump
2024-10-31,0.4897959183673469,0.5102040816326531
2024-10-31,0.4897959183673469,0.5102040816326531
2024-10-31,0.4897959183673469,0.5102040816326531
2024-10-29,0.48484848484848486,0.5151515151515151
2024-10-25,0.4948453608247423,0.5051546391752577
2024-10-25,0.4742268041237113,0.5257731958762887
2024-10-24,0.4895833333333333,0.5104166666666666
2024-10-22,0.5051546391752577,0.4948453608247423
2024-10-22,0.5,0.5
2024-10-20,0.4948453608247423,0.5051546391752577
2024-10-20,0.4897959183673469,0.5102040816326531
2024-10-17,0.4897959183673469,0.5102040816326531
2024-10-17,0.49,0.51
2024-10-15,0.4948453608247423,0.5051546391752577
2024-10-15,0.5319148936170213,0.46808510638297873
2024-10-15,0.5257731958762887,0.4742268041237113
2024-10-14,0.46938775510204084,0.5306122448979592
2024-10-08,0.4948453608247423,0.5051546391752577
2024-10-08,0.5,0.5
2024-10-08,0.5106382978723404,0.48936170212765956
2024-09-29,0.47368421052631576,0.5263157894736842
2024-09-25,0.494949494949495,0.5050505050505051
2024-09-25,0.5052631578947369,0.49473684210526314
2024-09-25,0.5,0.5
2024-09-24,0.5151515151515151,0.48484848484848486
2024-09-24,0.5151515151515151,0.48484848484848486
2024-09-24,0.49,0.51
2024-09-24,0.5051546391752577,0.4948453608247423
2024-09-24,0.494949494949495,0.5050505050505051
2024-09-23,0.5104166666666666,0.4895833333333333
2024-09-21,0.4782608695652174,0.5217391304347826
2024-09-21,0.4787234042553192,0.5212765957446809
2024-09-18,0.4845360824742268,0.5154639175257731
2024-09-18,0.4897959183673469,0.5102040816326531
2024-09-18,0.4948453608247423,0.5051546391752577
2024-09-10,0.5,0.5
2024-09-08,0.4842105263157895,0.5157894736842106
2024-09-08,0.5,0.5
2024-09-03,0.4948453608247423,0.5051546391752577
2024-08-28,0.5051546391752577,0.4948453608247423
2024-08-28,0.5050505050505051,0.494949494949495
2024-08-26,0.5154639175257731,0.4845360824742268
2024-08-26,0.5104166666666666,0.4895833333333333
2024-08-26,0.5102040816326531,0.4897959183673469
2024-08-16,0.48,0.52
2024-08-14,0.4631578947368421,0.5368421052631579
2024-08-14,0.4791666666666667,0.5208333333333334
2024-07-28,0.5,0.5
2024-07-23,0.48936170212765956,0.5106382978723404
2024-07-23,0.49,0.51
2024-07-22,0.49473684210526314,0.5052631578947369
