Date,Harris,Trump
2024-11-01,0.51,0.49
2024-10-31,0.5204081632653061,0.47959183673469385
2024-10-31,0.5204081632653061,0.47959183673469385
2024-10-30,0.5106382978723404,0.48936170212765956
2024-10-30,0.5,0.5
2024-10-30,0.5102040816326531,0.4897959183673469
2024-10-30,0.5102040816326531,0.4897959183673469
2024-10-30,0.5,0.5
2024-10-25,0.5257731958762887,0.4742268041237113
2024-10-25,0.5154639175257731,0.4845360824742268
2024-10-24,0.5106382978723404,0.48936170212765956
2024-10-24,0.51,0.49
2024-10-24,0.5052631578947369,0.49473684210526314
2024-10-24,0.5050505050505051,0.494949494949495
2024-10-22,0.4948453608247423,0.5051546391752577
2024-10-22,0.494949494949495,0.5050505050505051
2024-10-21,0.5,0.5
2024-10-20,0.5,0.5
2024-10-20,0.5,0.5
2024-10-18,0.5154639175257731,0.4845360824742268
2024-10-18,0.5106382978723404,0.48936170212765956
2024-10-15,0.49473684210526314,0.5052631578947369
2024-10-15,0.5208333333333334,0.4791666666666667
2024-10-15,0.5154639175257731,0.4845360824742268
2024-10-14,0.494949494949495,0.5050505050505051
2024-10-08,0.5,0.5
2024-10-08,0.494949494949495,0.5050505050505051
2024-10-08,0.5,0.5
2024-10-07,0.4895833333333333,0.5104166666666666
2024-10-06,0.49473684210526314,0.5052631578947369
2024-09-29,0.52,0.48
2024-09-26,0.5104166666666666,0.4895833333333333
2024-09-26,0.5104166666666666,0.4895833333333333
2024-09-26,0.5263157894736842,0.47368421052631576
2024-09-26,0.52,0.48
2024-09-26,0.5263157894736842,0.47368421052631576
2024-09-26,0.52,0.48
2024-09-25,0.5102040816326531,0.4897959183673469
2024-09-25,0.5151515151515151,0.48484848484848486
2024-09-18,0.4948453608247423,0.5051546391752577
2024-09-18,0.494949494949495,0.5050505050505051
2024-09-18,0.5353535353535354,0.46464646464646464
2024-09-18,0.5319148936170213,0.46808510638297873
2024-09-17,0.5154639175257731,0.4845360824742268
2024-09-17,0.5050505050505051,0.494949494949495
2024-09-16,0.5051546391752577,0.4948453608247423
2024-09-08,0.5157894736842106,0.4842105263157895
2024-09-06,0.51,0.49
2024-09-05,0.5212765957446809,0.4787234042553192
2024-09-05,0.52,0.48
2024-09-05,0.5268817204301075,0.4731182795698925
2024-09-05,0.52,0.48
2024-09-03,0.5,0.5
2024-08-28,0.4948453608247423,0.5051546391752577
2024-08-28,0.494949494949495,0.5050505050505051
2024-08-26,0.5463917525773195,0.4536082474226804
2024-08-26,0.5416666666666666,0.4583333333333333
2024-08-23,0.5333333333333333,0.4666666666666667
2024-08-23,0.5257731958762887,0.4742268041237113
2024-08-21,0.5161290322580645,0.4838709677419355
2024-08-16,0.52,0.48
2024-08-14,0.5053763440860215,0.4946236559139785
2024-08-14,0.5,0.5
2024-08-11,0.5483870967741935,0.45161290322580644
2024-08-08,0.5208333333333334,0.4791666666666667
2024-08-08,0.5208333333333334,0.4791666666666667
2024-08-01,0.5164835164835165,0.4835164835164835
2024-08-01,0.494949494949495,0.5050505050505051
2024-08-01,0.5212765957446809,0.4787234042553192
2024-08-01,0.5050505050505051,0.494949494949495
2024-07-28,0.5104166666666666,0.4895833333333333
2024-07-24,0.494949494949495,0.5050505050505051
2024-07-23,0.5,0.5
2024-07-23,0.51,0.49
